indent,operation,dom,dom id,relation,cod id,cod,unchanged,changed_props,reason,rank
______,SHARED,N20.Saguinus_martinsi,356666,=,7261987,G.Saguinus_martinsi,,number_of_children,scientificName,species
________,B ONLY,,,,4266890,G.Saguinus_martinsi_ochraceus,,,,subspecies
________,B ONLY,,,,4266872,G.Saguinus_martinsi_martinsi,,,,subspecies
______,A ONLY,N20.Saguinus_melanoleucus,873067,,,,,,,species
________,A ONLY,N20.Saguinus_melanoleucus_melanoleucus,873068,,,,,,,subspecies
______,A ONLY,N20.Saguinus_graellsi,873073,,,,,,,species
______,SHARED,N20.Saguinus_inustus,1079039,=,2436475,G.Saguinus_inustus,tip,scientificName,canonicalName,species
______,A ONLY,N20.Saguinus_geoffroyi_x_Saguinus_leucopus,2586293,,,,,,,species
______,A ONLY,N20.Saguinus_oedipus_x_Saguinus_leucopus,2586294,,,,,,,species
______,A ONLY,N20.unclassified_Saguinus,2642123,,,,,,,
________,A ONLY,N20.Saguinus_sp.,100754,,,,,,,species
________,A ONLY,N20.Saguinus_sp._T1030,260575,,,,,,,species
________,A ONLY,N20.Saguinus_sp._EG-2017,1967463,,,,,,,species
____,A ONLY,N20.Callimico,9494,,,,,,,genus
______,SHARED,N20.Callimico_goeldii,9495,=,2436464,G.Callimico_goeldii,,number_of_children,canonicalName,species
________,B ONLY,,,,9926898,G.BOLD:AAI6954,,,,unranked
______,A ONLY,N20.unclassified_Callimico,2634122,,,,,,,
________,A ONLY,N20.Callimico_sp._MAS-2011,1090914,,,,,,,species
________,A ONLY,N20.Callimico_sp.,1758239,,,,,,,species
____,A ONLY,N20.Leontopithecus,30587,,,,,,,genus
______,SHARED,N20.Leontopithecus_rosalia,30588,=,2436482,G.Leontopithecus_rosalia,,number_of_children,canonicalName,species
________,B ONLY,,,,10170459,G.BOLD:ACB0548,,,,unranked
______,SHARED,N20.Leontopithecus_chrysomelas,57374,=,2436481,G.Leontopithecus_chrysomelas,tip,,canonicalName,species
______,SHARED,N20.Leontopithecus_chrysopygus,58710,=,2436480,G.Leontopithecus_chrysopygus,,number_of_children,canonicalName,species
________,B ONLY,,,,10513136,G.BOLD:ACB0510,,,,unranked
____,A ONLY,N20.Mico,1965102,,,,,,,genus
______,SHARED,N20.Mico_argentatus,9482,=,5786456,G.Mico_argentatus,,number_of_children,scientificName,species
________,A ONLY,N20.Mico_argentatus_argentatus,867362,,,,,,,subspecies
______,SHARED,N20.Mico_emiliae,48842,=,5786467,G.Mico_emiliae,tip,,scientificName,species
______,SHARED,N20.Mico_humeralifer,52232,=,5786463,G.Mico_humeralifer,tip,scientificName,canonicalName,species
______,SHARED,N20.Mico_mauesi,57377,=,5786464,G.Mico_mauesi,tip,,scientificName,species
______,A ONLY,N20.Mico_cf._emiliae,198701,,,,,,,species
______,SHARED,N20.Mico_saterei,198702,=,5786457,G.Mico_saterei,tip,,scientificName,species
______,SHARED,N20.Mico_melanurus,1090896,=,5786462,G.Mico_melanurus,tip,scientificName,canonicalName,species
______,SHARED,N20.Mico_rondoni,1127763,=,5786458,G.Mico_rondoni,tip,scientificName,canonicalName,species
______,SHARED,N20.Mico_chrysoleucus,1758231,=,7905120,G.Mico_chrysoleucos,tip,canonicalName; scientificName,,species
______,SHARED,N20.Mico_intermedius,2592805,=,5786465,G.Mico_intermedius,tip,,scientificName,species
______,SHARED,N20.Mico_leucippe,2592806,=,5786454,G.Mico_leucippe,tip,scientificName,canonicalName,species
______,SHARED,N20.Mico_marcai,2592807,=,5786466,G.Mico_marcai,tip,,scientificName,species
______,A ONLY,N20.Mico_munduruku,2592808,,,,,,,species
____,A ONLY,N20.Leontocebus,2681187,,,,,,,genus
______,A ONLY,N20.Leontocebus_fuscicollis,9487,,,,,,,species
________,SHARED,N20.Leontocebus_fuscicollis_fuscicollis,48018,=,9076946,G.Leontocebus_fuscicollis_fuscicollis,tip,scientificName,canonicalName,subspecies
________,SHARED,N20.Leontocebus_fuscicollis_weddelli,343424,=,9530430,G.Leontocebus_weddelli,,number_of_children; taxonRank; canonicalName; scientificName,,species
__________,B ONLY,,,,9576877,G.Leontocebus_weddelli_weddelli,,,,subspecies
__________,B ONLY,,,,9428596,G.Leontocebus_weddelli_crandalli,,,,subspecies
__________,B ONLY,,,,9311722,G.Leontocebus_weddelli_melanoleucus,,,,subspecies
________,A ONLY,N20.Leontocebus_fuscicollis_leucogenys,881946,,,,,,,subspecies
________,A ONLY,N20.Leontocebus_fuscicollis_illigeri,881947,,,,,,,subspecies
________,A ONLY,N20.Leontocebus_fuscicollis_nigrifrons,881949,,,,,,,subspecies
________,A ONLY,N20.Leontocebus_fuscicollis_lagonotus,881950,,,,,,,subspecies
______,A ONLY,N20.Leontocebus_nigricollis,9489,,,,,,,species
________,SHARED,N20.Leontocebus_nigricollis_nigricollis,873070,=,8993021,G.Leontocebus_nigricollis_nigricollis,tip,scientificName,canonicalName,subspecies
______,SHARED,N20.Leontocebus_tripartitus,122388,=,9512820,G.Leontocebus_tripartitus,tip,scientificName,canonicalName,species
______,SHARED,N20.Leontocebus_cruzlimai,1618156,=,8570398,G.Leontocebus_cruzlimai,tip,,scientificName,species
__,A ONLY (conflict),N20.Cebidae,9498,><,798,G.Primates,,,G.Saimiri is in the A taxon; B-sibling G.Cercopithecus#3239575 is not,order
____,A ONLY,N20.unclassified_Cebidae,38071,,,,,,,
______,A ONLY,N20.Aotinae_gen._sp.,168015,,,,,,,species
__,A ONLY (conflict),N20.Pitheciidae,376919,><,798,G.Primates,,,G.Xenothrix is in the A taxon; B-sibling G.Brachyteles is not,order
__,A ONLY (conflict),N20.Platyrrhini,9479,><,798,G.Primates,,,G.Saimiri is in the A taxon; B-sibling G.Cercopithecus#3239575 is not,order
__,A ONLY (conflict),N20.Cercopithecinae,9528,><,798,G.Primates,,,G.Theropithecus is in the A taxon; B-sibling G.Trachypithecus is not,order
__,SHARED,N20.Presbytis,9573,=,7237060,G.Presbytis#7237060,,taxonomicStatus; number_of_children,canonicalName,genus
____,A ONLY,N20.Presbytis_senex,66055,,,,,,,species
____,A ONLY,N20.Presbytis_melalophos,78451,,,,,,,species
______,SHARED,N20.Presbytis_melalophos_mitrata,272115,=,7717621,G.Presbytis_mitrata,tip,taxonRank; canonicalName; scientificName,,species
______,SHARED,N20.Presbytis_melalophos_bicolor,1046095,=,7986802,G.Presbytis_bicolor,tip,taxonRank; canonicalName; scientificName,,species
______,SHARED,N20.Presbytis_melalophos_melalophos,1046096,=,5707317,G.Presbytis_melalophos_melalophos,tip,,canonicalName,subspecies
______,A ONLY,N20.Presbytis_melalophos_sumatranus,1046097,,,,,,,subspecies
____,A ONLY,N20.Presbytis_comata,78452,,,,,,,species
______,SHARED,N20.Presbytis_comata_comata,272114,=,7262011,G.Presbytis_comata_comata,tip,,canonicalName,subspecies
______,SHARED,N20.Presbytis_comata_fredericae,1046091,=,5707312,G.Presbytis_comata_fredericae,tip,,scientificName,subspecies
____,A ONLY,N20.Presbytis_femoralis,78453,,,,,,,species
______,SHARED,N20.Presbytis_femoralis_femoralis,1840579,=,7262012,G.Presbytis_femoralis_femoralis,tip,,canonicalName,subspecies
____,A ONLY,N20.Presbytis_rubicunda,1046101,,,,,,,species
______,SHARED,N20.Presbytis_rubicunda_rubicunda,1046102,=,7262010,G.Presbytis_rubicunda_rubicunda,tip,,canonicalName,subspecies
__,A ONLY (conflict),N20.Trachypithecus_phayrei,61618,><,2436533,G.Trachypithecus,,,G.Trachypithecus_phayrei_shanicus is in the A taxon; B-sibling G.Trachypithecus_phayrei_phayrei is not,genus
____,A ONLY,N20.Trachypithecus_phayrei_phayrei,272120,,,,,,,subspecies
____,A ONLY,N20.Trachypithecus_phayrei_holotephreus,1118394,,,,,,,subspecies
__,A ONLY (conflict),N20.Trachypithecus,54136,><,9622,G.Cercopithecidae,,,G.Semnopithecus_vetulus is in the A taxon; B-sibling G.Semnopithecus_entellus is not,family
____,A ONLY,N20.Trachypithecus_francoisi_x_poliocephalus,744437,,,,,,,species
____,A ONLY,N20.unclassified_Trachypithecus,2623509,,,,,,,
______,A ONLY,N20.Trachypithecus_sp.,580599,,,,,,,species
__,A ONLY (conflict),N20.Colobinae,9569,><,798,G.Primates,,,G.Trachypithecus is in the A taxon; B-sibling G.Theropithecus is not,order
__,A ONLY (conflict),N20.Cercopithecidae,9527,><,798,G.Primates,,,G.Cercopithecus#3239575 is in the A taxon; B-sibling G.Saimiri is not,order
____,A ONLY,N20.Cercopithecidae_gen._sp.,9576,,,,,,,species
__,A ONLY (conflict),N20.Cercopithecoidea,314294,><,798,G.Primates,,,G.Cercopithecus#3239575 is in the A taxon; B-sibling G.Saimiri is not,order
__,SHARED,N20.Hylobatidae,9577,=,5484,G.Hylobatidae,,number_of_children,cross-mrca =,family
____,SHARED,N20.Hylobates,9578,=,2436497,G.Hylobates,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Hylobates_agilis,9579,=,5219550,G.Hylobates_agilis,,number_of_children; scientificName,canonicalName,species
________,A ONLY,N20.Hylobates_agilis_unko,9583,,,,,,,subspecies
________,A ONLY,N20.Hylobates_agilis_agilis,716690,,,,,,,subspecies
________,B ONLY,,,,10340270,G.BOLD:AAM9581,,,,unranked
______,SHARED,N20.Hylobates_lar,9580,=,5219553,G.Hylobates_lar,,number_of_children,cross-mrca =,species
________,SHARED,N20.Hylobates_lar_carpenteri,716695,=,5707406,G.Hylobates_lar_carpenteri,tip,,canonicalName,subspecies
________,SHARED,N20.Hylobates_lar_entelloides,716696,=,5707400,G.Hylobates_lar_entelloides,tip,,canonicalName,subspecies
________,SHARED,N20.Hylobates_lar_lar,716697,=,7262059,G.Hylobates_lar_lar,tip,,canonicalName,subspecies
________,SHARED,N20.Hylobates_lar_vestitus,716698,=,5707404,G.Hylobates_lar_vestitus,tip,,canonicalName,subspecies
________,B ONLY,,,,5707407,G.Hylobates_lar_yunnanensis,,,,subspecies
________,B ONLY,,,,10587955,G.BOLD:AAE1043,,,,unranked
______,SHARED,N20.Hylobates_klossii,9587,=,5219546,G.Hylobates_klossii,,number_of_children,canonicalName,species
________,B ONLY,,,,10098460,G.BOLD:ACI2047,,,,unranked
______,SHARED,N20.Hylobates_muelleri,9588,=,5219548,G.Hylobates_muelleri,,number_of_children,scientificName,species
________,A ONLY,N20.Hylobates_muelleri_muelleri,716692,,,,,,,subspecies
________,SHARED (moved from 9588),N20.Hylobates_muelleri_funereus,716693,=,8023923,G.Hylobates_funereus,tip,taxonRank; canonicalName,,species
________,SHARED (moved from 9588),N20.Hylobates_muelleri_abbotti,716694,=,7409610,G.Hylobates_abbotti,tip,taxonRank; canonicalName,,species
________,B ONLY,,,,9945613,G.BOLD:ACH9986,,,,unranked
________,B ONLY,,,,10585543,G.BOLD:ACH9987,,,,unranked
______,SHARED,N20.Hylobates_pileatus,9589,=,5219544,G.Hylobates_pileatus,,number_of_children,scientificName,species
________,B ONLY,,,,9948028,G.BOLD:AAK3360,,,,unranked
______,SHARED,N20.Hylobates_moloch,81572,=,5219552,G.Hylobates_moloch,,number_of_children,canonicalName,species
________,B ONLY,,,,10342704,G.BOLD:ACH7153,,,,unranked
______,SHARED,N20.Hylobates_albibarbis,716691,=,5707402,G.Hylobates_albibarbis,tip,,scientificName,species
______,A ONLY,N20.unclassified_Hylobates,2647113,,,,,,,
________,A ONLY,N20.Hylobates_sp.,9581,,,,,,,species
________,A ONLY,N20.Hylobates_sp._TIB-201,150249,,,,,,,species
________,A ONLY,N20.Hylobates_sp._IGL-2004,280856,,,,,,,species
________,A ONLY,N20.Hylobates_sp._AMA-2004,288892,,,,,,,species
________,A ONLY,N20.Hylobates_sp._ECACC_MLA144,419588,,,,,,,species
________,A ONLY,N20.Hylobates_sp._PS-2007,425245,,,,,,,species
________,A ONLY,N20.Hylobates_sp._OH-2017,2023128,,,,,,,species
____,SHARED,N20.Nomascus,325165,=,4267265,G.Nomascus,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Nomascus_siki,9586,=,4267266,G.Nomascus_siki,tip,,canonicalName,species
______,SHARED,N20.Nomascus_concolor,29089,=,7262062,G.Nomascus_concolor,,number_of_children,cross-mrca =,species
________,SHARED,N20.Nomascus_concolor_jingdongensis,423449,=,7262063,G.Nomascus_concolor_concolor,tip,canonicalName,,subspecies
________,A ONLY,N20.Nomascus_concolor_furvogaster,423450,,,,,,,subspecies
________,A ONLY,N20.Nomascus_concolor_concolor,716684,,,,,,,subspecies
________,SHARED,N20.Nomascus_concolor_lu,716685,=,4267274,G.Nomascus_concolor_lu,tip,,canonicalName,subspecies
________,B ONLY,,,,10191667,G.BOLD:ACH6385,,,,unranked
______,SHARED,N20.Nomascus_gabriellae,61852,=,4267267,G.Nomascus_gabriellae,,number_of_children,canonicalName,species
________,B ONLY,,,,10491868,G.BOLD:AAM5087,,,,unranked
______,SHARED,N20.Nomascus_leucogenys,61853,=,4267270,G.Nomascus_leucogenys,tip,,canonicalName,species
______,SHARED,N20.Nomascus_nasutus,327374,=,5786125,G.Nomascus_nasutus,tip,,canonicalName,species
______,SHARED,N20.Nomascus_hainanus,693984,=,4267273,G.Nomascus_hainanus,tip,,canonicalName,species
______,SHARED,N20.Nomascus_annamensis,1616038,=,8385893,G.Nomascus_annamensis,tip,scientificName,canonicalName,species
______,A ONLY,N20.Nomascus_gabriellae_x_Nomascus_siki,2170372,,,,,,,species
______,A ONLY,N20.Nomascus_leucogenys_x_Nomascus_siki,2170373,,,,,,,species
______,A ONLY,N20.Nomascus_cf._leucogenys_SSH-2018,2170374,,,,,,,species
______,B ONLY,,,,9852638,G.BOLD:ACH7985,,,,unranked
____,SHARED,N20.Hoolock,325167,=,4267261,G.Bunopithecus,,number_of_children; canonicalName; scientificName,,genus
______,A ONLY,N20.Hoolock_leuconedys_x_Hoolock_tianxing,1934191,,,,,,,species
______,B ONLY,,,,8608565,G.Bunopithecus_sericus,,,,species
____,B ONLY,,,,9259418,G.?_moloch#9259418,,,,unranked
____,B ONLY,,,,9437465,G.?_klossii,,,,unranked
____,B ONLY,,,,7712855,G.?_concolor,,,,unranked
____,B ONLY,,,,10578418,G.?_hainanus,,,,unranked
____,B ONLY,,,,9320320,G.?_funereus,,,,unranked
____,B ONLY (increased resolution),N20.Symphalangus_syndactylus_syndactylus,405039,>,4267276,G.Symphalangus,,,cross-mrca <,genus
______,B ONLY (increased resolution),N20.Symphalangus_syndactylus_syndactylus,405039,>,4267277,G.Symphalangus_syndactylus,,,cross-mrca <,species
________,B ONLY,,,,10096033,G.BOLD:AAF4223,,,,unranked
____,B ONLY,N20.Hoolock,325167,!,4827728,G.Hoolock#4827728,,,cross-mrca !,genus
______,SHARED (moved from 325167),N20.Hoolock_leuconedys,593543,=,5786120,G.Hoolock_leuconedys,tip,scientificName,canonicalName,species
______,SHARED (moved from 325167),N20.Hoolock_tianxing,1934190,=,9533083,G.Hoolock_tianxing,tip,,scientificName,species
______,B ONLY,,,,5786121,G.Hoolock_hoolock,,,,species
________,SHARED (moved from 325167),N20.Hoolock_hoolock,61851,=,9055139,G.Hoolock_hoolock_hoolock,tip,taxonRank; canonicalName,,subspecies
________,B ONLY,,,,8996798,G.Hoolock_hoolock_mishmiensis,,,,subspecies
__,SHARED,N20.Hominidae,9604,=,5483,G.Hominidae,,number_of_children; scientificName,cross-mrca =,family
____,SHARED,N20.Gorilla,9592,=,2436440,G.Gorilla,,number_of_children; scientificName,cross-mrca =,genus
______,SHARED,N20.Gorilla_gorilla,9593,=,2436441,G.Gorilla_gorilla,,,cross-mrca =,species
________,SHARED,N20.Gorilla_gorilla_gorilla,9595,=,4267318,G.Gorilla_gorilla_gorilla,tip,,canonicalName,subspecies
________,A ONLY,N20.Gorilla_gorilla_uellensis,183511,,,,,,,subspecies
________,SHARED,N20.Gorilla_gorilla_diehli,406788,=,4267321,G.Gorilla_gorilla_diehli,tip,,canonicalName,subspecies
________,B ONLY,,,,10134112,G.BOLD:AAB2251,,,,unranked
______,SHARED,N20.Gorilla_beringei,499232,=,7262070,G.Gorilla_beringei,,number_of_children,cross-mrca =,species
________,SHARED,N20.Gorilla_beringei_graueri,46359,=,4267322,G.Gorilla_beringei_graueri,tip,scientificName,canonicalName,subspecies
________,SHARED,N20.Gorilla_beringei_beringei,1159185,=,4267319,G.Gorilla_beringei_beringei,tip,scientificName,canonicalName,subspecies
________,B ONLY,,,,10153628,G.BOLD:AAB2252,,,,unranked
______,B ONLY,,,,8965465,G.Gorilla_mayema,,,,species
______,B ONLY,,,,9485879,G.Gorilla_graueri,,,,species
____,SHARED,N20.Pan,9596,=,2436437,G.Pan,,,cross-mrca =,genus
______,SHARED,N20.Pan_paniscus,9597,=,5219533,G.Pan_paniscus,,number_of_children,scientificName,species
________,B ONLY,,,,10623771,G.BOLD:AAC1119,,,,unranked
________,B ONLY,,,,9983566,G.BOLD:ACF5259,,,,unranked
______,SHARED,N20.Pan_troglodytes,9598,=,5219534,G.Pan_troglodytes,,,cross-mrca =,species
________,SHARED,N20.Pan_troglodytes_schweinfurthii,37010,=,5707421,G.Pan_troglodytes_schweinfurthii,tip,,canonicalName,subspecies
________,SHARED,N20.Pan_troglodytes_troglodytes,37011,=,7262069,G.Pan_troglodytes_troglodytes,tip,,canonicalName,subspecies
________,SHARED,N20.Pan_troglodytes_verus,37012,=,5707422,G.Pan_troglodytes_verus,tip,,canonicalName,subspecies
________,A ONLY,N20.Pan_troglodytes_vellerosus,91950,,,,,,,subspecies
________,SHARED,N20.Pan_troglodytes_ellioti,756884,=,5786533,G.Pan_troglodytes_ellioti,tip,,scientificName,subspecies
________,A ONLY,N20.Pan_troglodytes_verus_x_troglodytes,1294088,,,,,,,subspecies
________,B ONLY,,,,10304636,G.BOLD:ACR9635,,,,unranked
________,B ONLY,,,,10378453,G.BOLD:AAA2809,,,,unranked
____,SHARED,N20.Homo,9605,=,2436435,G.Homo,,number_of_children,cross-mrca =,genus
______,SHARED,N20.Homo_sapiens,9606,=,2436436,G.Homo_sapiens,,number_of_children,scientificName,species
________,A ONLY,N20.Homo_sapiens_neanderthalensis,63221,,,,,,,subspecies
________,A ONLY,N20.Homo_sapiens_subsp._'Denisova',741158,,,,,,,subspecies
________,B ONLY,,,,8918155,G.Homo_sapiens_cognatus,,,,subspecies
________,B ONLY,,,,9910091,G.BOLD:ACX9869,,,,unranked
________,B ONLY,,,,7348228,G.Homo_sapiens_sapiens,,,,subspecies
________,B ONLY,,,,10549716,G.BOLD:AAA0001,,,,unranked
________,B ONLY,,,,4974719,G.Homo_sapiens_idaltu,,,,subspecies
______,SHARED,N20.Homo_heidelbergensis,1425170,=,4827561,G.Homo_heidelbergensis,tip,,scientificName,species
______,A ONLY,N20.environmental_samples,2665952,,,,,,,
________,A ONLY,N20.Homo_sapiens_environmental_sample,2665953,,,,,,,species
______,B ONLY,,,,4892768,G.Homo_njarasensis,,,,species
______,B ONLY,,,,4827554,G.Homo_habilis,,,,species
______,B ONLY,,,,4827581,G.Homo_rudolfensis,,,,species
______,B ONLY,,,,4827564,G.Homo_erectus,,,,species
______,B ONLY,,,,4827562,G.Homo_rhodesiensis,,,,species
______,B ONLY,,,,4827622,G.Homo_georgicus,,,,species
______,B ONLY,,,,9725974,G.Homo_spec,,,,species
______,B ONLY,,,,4827584,G.Homo_neanderthalensis,,,,species
______,B ONLY,,,,4941196,G.Helacyton_gartleri,,,,species
______,B ONLY,,,,4827614,G.Homo_helmei,,,,species
______,B ONLY,,,,4827695,G.Kenyanthropus_platyops,,,,species
______,B ONLY,,,,9924687,G.Homo_luzonensis,,,,species
______,B ONLY,,,,8099152,G.Homo_naledi,,,,species
______,B ONLY,,,,4827563,G.Homo_steinheimensis,,,,species
______,B ONLY,,,,9132393,G.Homo_stultae,,,,species
______,B ONLY,,,,4827548,G.Homo_antecessor,,,,species
____,A ONLY (loss of resolution),N20.Homininae,207598,<,5483,G.Hominidae,,,G.Pongo#5219531 is not in the A taxon,family
____,B ONLY,,,,4827697,G.Gigantopithecus,,,,genus
______,B ONLY,,,,4974701,G.Gigantopithecus_bilaspurensis,,,,species
______,B ONLY,,,,8890348,G.Dryopithecus_giganteus,,,,species
______,B ONLY,,,,8986345,G.Gigantopithecus_blacki,,,,species
____,B ONLY,,,,9374652,G.?_alpani,,,,unranked
____,B ONLY,,,,9276742,G.?_rudolfensis,,,,unranked
____,B ONLY,,,,9392403,G.?_ramidus,,,,unranked
____,B ONLY,,,,9465518,G.?_songhorensis,,,,unranked
____,B ONLY,,,,4827532,G.Bramapithecus,,,,genus
______,B ONLY,,,,9162035,G.Bramapithecus_thorpei,,,,species
____,B ONLY,,,,9586315,G.?_tugenensis,,,,unranked
____,B ONLY,,,,9036508,G.?_giganteus,,,,unranked
____,B ONLY,,,,4827665,G.Palaeosimia,,,,genus
______,B ONLY,,,,8801515,G.Palaeosimia_rugosidens,,,,species
____,B ONLY,,,,9493081,G.?_pygmaeus#9493081,,,,unranked
____,B ONLY,,,,4827699,G.Equatorius,,,,genus
______,B ONLY,,,,8748143,G.Sivapithecus_africanus,,,,species
____,B ONLY,,,,4827073,G.Dryopithecus,,,,genus
______,B ONLY,,,,4974714,G.Dryopithecus_mogharensis,,,,species
______,B ONLY,,,,8788041,G.Dryopithecus_nyanzae,,,,species
______,B ONLY,,,,4974713,G.Dryopithecus_brancoi,,,,species
______,B ONLY,,,,9025283,G.Dryopithecus_major,,,,species
______,B ONLY,,,,9219705,G.Dryopithecus_sivalensis,,,,species
______,B ONLY,,,,9076395,G.Dryopithecus_macedoniensis,,,,species
______,B ONLY,,,,9222969,G.Dryopithecus_chinjiensis,,,,species
